confidence,correct,target,prediction,snr_db
0.98470473,True,8,8,4.0
0.9748249,True,7,7,2.0
0.61740613,True,1,1,0.0
0.99502397,True,4,4,0.0
0.6075588,False,10,1,-2.0
0.9916999,True,8,8,6.0
0.5639789,False,10,1,4.0
0.6890552,True,1,1,0.0
0.99636936,True,5,5,10.0
0.99075025,True,3,3,18.0
0.9820754,True,7,7,-6.0
0.99276817,True,5,5,18.0
0.59350795,False,10,1,2.0
0.8857066,True,2,2,6.0
0.97013974,True,2,2,14.0
0.64863044,True,1,1,0.0
0.9911418,True,6,6,-4.0
0.9922619,True,0,0,2.0
0.61227304,True,1,1,16.0
0.99189454,True,8,8,-2.0
0.94168216,True,1,1,16.0
0.9915386,True,5,5,12.0
0.99228233,True,5,5,16.0
0.9927676,True,6,6,14.0
0.99055076,True,7,7,8.0
0.99288005,True,9,9,18.0
0.99222296,True,6,6,2.0
0.99105597,True,7,7,10.0
0.99028754,True,4,4,14.0
0.9914169,True,4,4,18.0
0.99097544,True,7,7,2.0
0.99314344,True,9,9,16.0
0.99241465,True,7,7,14.0
0.82024926,True,8,8,-6.0
0.9906545,True,4,4,16.0
0.5505669,True,1,1,10.0
0.9900879,True,7,7,12.0
0.9263271,True,3,3,-4.0
0.9927973,True,9,9,8.0
0.99535215,True,5,5,-2.0
0.9919666,True,5,5,14.0
0.9901681,True,5,5,18.0
0.48168972,False,0,7,-2.0
0.9918034,True,3,3,12.0
0.98919654,True,4,4,18.0
0.9921138,True,5,5,16.0
0.95232725,True,7,7,-2.0
0.6819082,True,1,1,-6.0
0.98962176,True,7,7,0.0
0.63025844,True,1,1,4.0
0.99248177,True,8,8,14.0
0.5907644,True,1,1,6.0
0.9075601,True,2,2,4.0
0.31752974,False,3,9,-6.0
0.9917651,True,7,7,14.0
0.9914921,True,5,5,-2.0
0.596072,True,1,1,8.0
0.9402948,True,2,2,10.0
0.9894701,True,3,3,12.0
0.7714943,True,1,1,-2.0
0.6149299,False,10,1,-6.0
0.68854916,True,1,1,8.0
0.52181494,False,1,10,-4.0
0.9907727,True,8,8,4.0
0.99060667,True,5,5,18.0
0.9912881,True,4,4,6.0
0.5745738,True,1,1,2.0
0.9316932,True,2,2,2.0
0.5774162,False,3,0,-6.0
0.99242765,True,9,9,18.0
0.9909463,True,7,7,0.0
0.943318,True,2,2,10.0
0.5840423,False,10,1,10.0
0.90287006,True,2,2,14.0
0.9933563,True,8,8,-2.0
0.9899713,True,4,4,6.0
0.9917823,True,8,8,2.0
0.6227946,True,2,2,8.0
0.993034,True,4,4,10.0
0.99204755,True,9,9,18.0
0.6427864,True,1,1,-4.0
0.75794464,True,1,1,12.0
0.9451891,True,3,3,0.0
0.9579296,True,10,10,0.0
0.9496473,True,2,2,-2.0
0.9934155,True,0,0,6.0
0.99215955,True,3,3,14.0
0.9965797,True,5,5,18.0
0.6477855,False,10,1,6.0
0.57122403,False,10,1,14.0
0.9920358,True,9,9,14.0
0.9915699,True,6,6,6.0
0.99421,True,5,5,8.0
0.7911418,True,2,2,16.0
0.701378,False,9,3,-6.0
0.99480176,True,10,10,2.0
0.9914847,True,3,3,4.0
0.52112997,True,1,1,-2.0
0.9671934,True,2,2,18.0
0.987056,True,3,3,-2.0
0.9342739,True,2,2,14.0
0.99199194,True,10,10,12.0
0.9932574,True,8,8,10.0
0.9918092,True,9,9,2.0
0.990594,True,4,4,0.0
0.9914097,True,3,3,12.0
0.9931583,True,0,0,12.0
0.55789083,False,10,1,12.0
0.99261755,True,5,5,10.0
0.99209917,True,8,8,4.0
0.93934244,True,2,2,18.0
0.9371563,True,2,2,-2.0
0.9915399,True,0,0,6.0
0.99073607,True,10,10,14.0
0.9886578,True,10,10,12.0
0.9935028,True,5,5,18.0
0.6468847,True,1,1,2.0
0.99246395,True,9,9,16.0
0.66148585,False,10,1,-2.0
0.99252313,True,9,9,4.0
0.99221694,True,3,3,-2.0
0.9084307,True,10,10,-2.0
0.9918399,True,9,9,0.0
0.992669,True,9,9,6.0
0.9922558,True,9,9,14.0
0.97171086,True,6,6,-4.0
0.94740444,True,5,5,-4.0
0.6091274,True,1,1,-2.0
0.48683748,True,2,2,-2.0
0.9884481,True,7,7,6.0
0.57730764,False,10,1,2.0
0.99086446,True,0,0,4.0
0.6369559,True,9,9,-6.0
0.98490125,True,7,7,-6.0
0.97451144,True,8,8,4.0
0.9908925,True,6,6,14.0
0.95683384,True,2,2,10.0
0.99298495,True,5,5,10.0
0.5469805,True,1,1,-4.0
0.9917802,True,3,3,2.0
0.9925397,True,9,9,2.0
0.99105513,True,3,3,14.0
0.9926158,True,8,8,-6.0
0.98968214,True,4,4,4.0
0.9918373,True,6,6,16.0
0.40939462,True,4,4,-6.0
0.9916568,True,0,0,16.0
0.99269885,True,0,0,10.0
0.9904789,True,6,6,-2.0
0.5833042,True,1,1,-4.0
0.9904851,True,10,10,6.0
0.9917216,True,6,6,14.0
0.99264014,True,6,6,8.0
0.9894588,True,7,7,18.0
0.99180263,True,5,5,10.0
0.99214303,True,0,0,10.0
0.978912,True,3,3,-6.0
0.9916654,True,3,3,8.0
0.9902784,True,7,7,2.0
0.97612894,True,9,9,16.0
0.7139967,True,9,9,-2.0
0.9916074,True,4,4,18.0
0.99237317,True,7,7,18.0
0.5265792,True,10,10,-6.0
0.98924315,True,0,0,12.0
0.99124813,True,7,7,6.0
0.54254186,False,8,7,10.0
0.9914425,True,8,8,14.0
0.573741,False,10,1,16.0
0.99198115,True,5,5,6.0
0.99004525,True,7,7,10.0
0.9914146,True,9,9,8.0
0.547398,False,9,3,-6.0
0.6716437,True,1,1,-2.0
0.9693459,False,9,2,2.0
0.6591766,False,10,1,16.0
0.5479266,False,10,1,-6.0
0.9905247,True,0,0,16.0
0.97100484,True,2,2,14.0
0.9641719,True,5,5,2.0
0.6608247,True,5,5,-2.0
0.77045566,True,0,0,-2.0
0.99137443,True,6,6,0.0
0.99105996,True,8,8,16.0
0.9909446,True,6,6,-6.0
0.9930455,True,9,9,4.0
0.94828147,True,2,2,18.0
0.5892547,True,1,1,18.0
0.99215746,True,8,8,0.0
0.9899893,True,8,8,2.0
0.6359631,False,10,1,14.0
0.9896661,True,7,7,4.0
0.50547093,True,2,2,-4.0
0.992993,True,9,9,10.0
0.99164724,True,8,8,12.0
0.99226063,True,0,0,12.0
0.99142015,True,8,8,4.0
0.9925005,True,4,4,0.0
0.9926248,True,5,5,10.0
0.66088986,True,7,7,-4.0
0.5982077,True,1,1,14.0
0.99109167,True,3,3,-2.0
0.5326387,False,10,1,-4.0
0.99206614,True,3,3,10.0
0.9898291,True,4,4,8.0
0.9917224,True,8,8,10.0
0.99118865,True,7,7,10.0
0.61528605,True,1,1,4.0
0.9929316,True,3,3,0.0
0.992109,True,4,4,0.0
0.49884427,True,3,3,-4.0
0.99229324,True,7,7,6.0
0.9923422,True,6,6,10.0
0.9894187,True,3,3,4.0
0.99269193,True,8,8,-4.0
0.9911861,True,7,7,18.0
0.95411766,True,2,2,-4.0
0.95892227,True,2,2,6.0
0.9926923,True,6,6,8.0
0.94886607,True,2,2,-6.0
0.9914249,True,3,3,-4.0
0.99245936,True,4,4,4.0
0.9910296,True,7,7,4.0
0.96222764,True,0,0,2.0
0.993747,True,5,5,18.0
0.96947527,True,7,7,12.0
0.89392316,True,2,2,6.0
0.7121172,False,2,4,4.0
0.5771647,False,10,1,16.0
0.9813059,True,8,8,-4.0
0.990604,True,7,7,18.0
0.8262891,True,2,2,2.0
0.9908552,True,9,9,10.0
0.9682036,True,3,3,-4.0
0.9842679,True,8,8,14.0
0.992156,True,0,0,18.0
0.5601741,False,10,1,8.0
0.9936918,True,8,8,12.0
0.5776313,False,10,1,14.0
0.992254,True,9,9,18.0
0.8654697,True,2,2,6.0
0.9915656,True,6,6,0.0
0.9927476,True,6,6,8.0
0.65200967,True,9,9,-6.0
0.9916933,True,6,6,8.0
0.62054807,True,4,4,-6.0
0.99262965,True,3,3,14.0
0.9883476,True,5,5,2.0
0.99189454,True,3,3,10.0
0.9920683,True,4,4,0.0
0.98994935,True,4,4,12.0
0.98961043,True,3,3,14.0
0.993453,True,9,9,16.0
0.99125224,True,0,0,10.0
0.991707,True,8,8,4.0
0.6660867,True,1,1,-6.0
0.4490595,False,0,9,10.0
0.5509638,True,4,4,-6.0
0.9917808,True,4,4,2.0
0.9932991,True,9,9,8.0
0.9913872,True,6,6,14.0
0.99249226,True,5,5,16.0
0.7288937,False,8,7,10.0
0.9865318,True,9,9,-2.0
0.99321496,True,9,9,12.0
0.8034665,True,1,1,18.0
0.99005085,True,4,4,8.0
0.990173,True,3,3,12.0
0.9906533,True,6,6,2.0
0.5340083,True,1,1,8.0
0.99114406,True,6,6,12.0
0.9927691,True,8,8,-4.0
0.9610643,True,2,2,0.0
0.95352113,True,2,2,-6.0
0.5661945,True,1,1,18.0
0.99190265,True,0,0,16.0
0.62126327,True,1,1,12.0
0.99136835,True,4,4,6.0
0.93004984,True,2,2,14.0
0.9836525,True,7,7,-6.0
0.9892019,True,10,10,10.0
0.97179633,True,2,2,0.0
0.99073446,True,8,8,6.0
0.9902879,True,4,4,-2.0
0.9908014,True,3,3,4.0
0.8962187,True,4,4,-6.0
0.5777243,False,10,1,10.0
0.92604744,True,2,2,-6.0
0.99235207,True,0,0,8.0
0.8646083,False,8,7,0.0
0.99227434,True,3,3,0.0
0.9939267,True,6,6,16.0
0.97187626,True,2,2,-2.0
0.9913946,True,4,4,-2.0
0.9925128,True,8,8,0.0
0.99091595,True,3,3,-2.0
0.576049,True,1,1,12.0
0.9932186,True,6,6,4.0
0.99245703,True,6,6,2.0
0.6151613,False,4,5,-6.0
0.6664313,True,1,1,8.0
0.6225449,True,1,1,8.0
0.97268516,True,6,6,-4.0
0.99077433,True,0,0,4.0
0.9463073,True,8,8,14.0
0.65700454,True,1,1,2.0
0.99251795,True,9,9,0.0
0.5537056,False,10,1,6.0
0.9892758,True,7,7,6.0
0.93555856,True,5,5,0.0
0.57766753,True,1,1,16.0
0.99293023,True,9,9,6.0
0.9909354,True,3,3,10.0
0.58088654,True,1,1,14.0
0.56721246,False,10,1,4.0
0.98356503,True,2,2,2.0
0.9876582,True,8,8,4.0
0.9921828,True,0,0,6.0
0.98782,True,7,7,6.0
0.93062127,True,2,2,12.0
0.99159837,True,9,9,4.0
0.992442,True,10,10,12.0
0.5770586,True,1,1,16.0
0.520984,False,7,8,0.0
0.99015874,True,4,4,10.0
0.9001228,True,2,2,0.0
0.99392784,True,5,5,10.0
0.99140465,True,9,9,8.0
0.98856455,True,7,7,2.0
0.9743304,True,7,7,-6.0
0.9891874,True,0,0,12.0
0.98794204,True,0,0,2.0
0.91316783,True,2,2,16.0
0.6533786,False,10,1,-6.0
0.83777153,True,1,1,8.0
0.9936899,True,6,6,18.0
0.55875015,False,10,1,8.0
0.9823283,True,8,8,10.0
0.6578637,True,9,9,-4.0
0.99078876,True,0,0,14.0
0.94908655,True,2,2,-2.0
0.9912292,True,4,4,6.0
0.6581629,False,10,1,10.0
0.989665,True,4,4,8.0
0.9910793,True,3,3,14.0
0.9921963,True,3,3,10.0
0.9895856,True,8,8,8.0
0.9922505,True,9,9,0.0
0.9921948,True,9,9,2.0
0.53262043,True,1,1,-4.0
0.99274147,True,5,5,10.0
0.9951414,True,5,5,10.0
0.989078,True,7,7,-4.0
0.6179228,True,1,1,-2.0
0.9914158,True,0,0,0.0
0.9909471,True,3,3,8.0
0.9890805,True,7,7,18.0
0.9922855,True,5,5,16.0
0.6188996,False,0,2,14.0
0.561964,False,1,10,-6.0
0.9915826,True,9,9,18.0
0.9923694,True,6,6,-2.0
0.70816404,True,1,1,14.0
0.9950364,True,5,5,4.0
0.99037665,True,5,5,8.0
0.98971903,True,3,3,18.0
0.92664105,True,2,2,0.0
0.95136136,True,7,7,14.0
0.99197394,True,0,0,10.0
0.93636644,True,2,2,8.0
0.99025995,True,5,5,14.0
0.6843932,True,10,10,-4.0
0.98406315,True,7,7,-4.0
0.99336046,True,8,8,16.0
0.9927602,True,9,9,12.0
0.9921749,True,0,0,16.0
0.99190557,True,5,5,18.0
0.99116254,True,6,6,0.0
0.87594223,True,2,2,2.0
0.9920657,True,4,4,4.0
0.9926442,True,9,9,10.0
0.9901972,True,7,7,2.0
0.99557436,True,10,10,2.0
0.5885782,False,10,1,6.0
0.9313135,True,2,2,4.0
0.9892859,True,3,3,12.0
0.98811275,True,4,4,16.0
0.9920276,True,9,9,2.0
0.9886121,True,4,4,8.0
0.9238657,False,9,4,-4.0
0.99056786,True,5,5,16.0
0.99192905,True,7,7,4.0
0.5173332,False,9,3,-4.0
0.96177363,False,5,4,-6.0
0.99304855,True,8,8,14.0
0.9912004,True,4,4,4.0
0.7697119,False,0,9,-4.0
0.99279356,True,4,4,-2.0
0.9662041,True,2,2,4.0
0.8156252,True,9,9,-4.0
0.98947185,True,5,5,4.0
0.99359554,True,7,7,2.0
0.99299896,True,8,8,10.0
0.9942761,True,5,5,6.0
0.60227036,True,1,1,18.0
0.99111664,True,8,8,4.0
0.9914334,True,4,4,10.0
0.5710542,False,10,1,6.0
0.68679595,True,1,1,6.0
0.99536884,True,5,5,18.0
0.980208,True,7,7,10.0
0.99292046,True,9,9,6.0
0.9909903,True,0,0,8.0
0.99052435,True,3,3,8.0
0.97128725,True,2,2,0.0
0.99330455,True,6,6,0.0
0.9934861,True,5,5,6.0
0.9897452,True,3,3,18.0
0.9911969,True,3,3,12.0
0.6976795,True,1,1,10.0
0.62888783,True,1,1,12.0
0.99177223,True,0,0,16.0
0.99315095,True,9,9,12.0
0.9925343,True,8,8,-2.0
0.99351126,True,5,5,16.0
0.92725295,True,2,2,6.0
0.9912373,True,8,8,14.0
0.9920283,True,6,6,8.0
0.9923677,True,5,5,2.0
0.98837376,True,6,6,-4.0
0.989647,True,4,4,-4.0
0.5840341,False,10,1,16.0
0.9667572,True,2,2,16.0
0.5411859,True,1,1,-4.0
0.9523768,True,2,2,16.0
0.99304044,True,6,6,8.0
0.6098539,True,1,1,-6.0
0.99360955,True,6,6,2.0
0.7357769,True,7,7,2.0
0.98551524,True,7,7,-2.0
0.9871868,True,0,0,6.0
0.9629908,True,2,2,4.0
0.5423068,True,0,0,-4.0
0.99216884,True,0,0,6.0
0.9938227,True,3,3,0.0
0.99146515,True,10,10,14.0
0.9865552,True,7,7,-2.0
0.9398452,True,2,2,18.0
0.9898173,True,8,8,-2.0
0.99173135,True,9,9,4.0
0.99096674,True,4,4,10.0
0.9894684,True,4,4,0.0
0.9678755,True,2,2,4.0
0.9927187,True,6,6,4.0
0.9324976,False,9,2,6.0
0.99575955,True,3,3,0.0
0.5732096,False,10,1,6.0
0.33089298,False,0,4,-6.0
0.9908546,True,0,0,2.0
0.9903126,True,6,6,12.0
0.9825554,True,7,7,0.0
0.99228525,True,4,4,-2.0
0.99288577,True,4,4,0.0
0.5793611,True,1,1,14.0
0.9693327,True,2,2,10.0
0.9916317,True,8,8,14.0
0.9919091,True,8,8,-6.0
0.99215615,True,6,6,12.0
0.99587184,True,4,4,-4.0
0.51013625,True,9,9,-4.0
0.73025984,True,4,4,-6.0
0.9928403,True,9,9,12.0
0.99480283,True,4,4,-2.0
0.9837946,True,2,2,14.0
0.9920442,True,6,6,8.0
0.992384,True,6,6,-2.0
0.99085605,True,3,3,10.0
0.5120834,True,10,10,-2.0
0.979959,True,7,7,-6.0
0.919597,True,2,2,14.0
0.9915816,True,4,4,8.0
0.9867906,True,8,8,4.0
0.9900635,True,6,6,-2.0
0.9866415,True,0,0,2.0
0.9915298,True,6,6,14.0
0.5702354,False,10,1,16.0
0.99414104,True,5,5,2.0
0.9916345,True,0,0,18.0
0.98993963,True,5,5,2.0
0.703242,True,1,1,10.0
0.6383967,False,10,1,-4.0
0.67221105,True,1,1,-4.0
0.9894884,True,3,3,16.0
0.5653881,False,10,1,8.0
0.99353445,True,8,8,4.0
0.99182796,True,0,0,8.0
0.5823862,True,1,1,16.0
0.5313754,False,4,2,-6.0
0.9909185,True,5,5,6.0
0.94614357,True,2,2,18.0
0.9909281,True,7,7,0.0
0.99115306,True,4,4,14.0
0.9422406,True,2,2,8.0
0.9919329,True,6,6,4.0
0.9914847,True,5,5,12.0
0.9900309,True,8,8,12.0
0.99380565,True,5,5,12.0
0.99471444,True,3,3,-2.0
0.99392164,True,8,8,-2.0
0.9920731,True,6,6,0.0
0.9208451,True,2,2,18.0
0.608752,False,0,9,-4.0
0.98142254,True,8,8,14.0
0.9945938,True,10,10,8.0
0.57639474,True,1,1,14.0
0.99284196,True,8,8,-2.0
0.99328715,True,9,9,2.0
0.58708596,True,8,8,2.0
0.86195266,False,3,6,-4.0
0.97730947,True,9,9,-2.0
0.99300474,True,9,9,2.0
0.99299604,True,10,10,0.0
0.9919608,True,3,3,-2.0
0.98827654,True,7,7,12.0
0.9908331,True,7,7,16.0
0.9939826,True,5,5,12.0
0.911025,False,9,2,2.0
0.99320626,True,6,6,10.0
0.9522434,True,2,2,-2.0
0.9916019,True,6,6,18.0
0.98979783,True,3,3,16.0
0.9353301,True,7,7,-2.0
0.5583702,True,1,1,2.0
0.6639698,False,10,1,2.0
0.9920712,True,9,9,8.0
0.58734584,False,10,1,12.0
0.9952173,True,3,3,-2.0
0.97743976,True,7,7,12.0
0.6827658,True,1,1,-6.0
0.6313917,False,0,2,-6.0
0.7687812,True,7,7,-4.0
0.98317486,True,7,7,4.0
0.9919349,True,8,8,10.0
0.9914369,True,6,6,-2.0
0.9844753,True,10,10,14.0
0.85802203,True,1,1,10.0
0.9603644,True,2,2,-2.0
0.9964761,True,4,4,-2.0
0.9923854,True,6,6,16.0
0.9690205,True,5,5,0.0
0.9935143,True,9,9,18.0
0.9893171,True,7,7,0.0
0.9907348,True,4,4,6.0
0.57885075,False,10,1,14.0
0.99496484,True,4,4,-2.0
0.991601,True,4,4,18.0
0.9949409,True,8,8,-4.0
0.9937389,True,8,8,0.0
0.9930462,True,8,8,0.0
0.58779216,False,8,7,-6.0
0.9911334,True,0,0,8.0
0.95660216,True,2,2,6.0
0.9923516,True,0,0,10.0
0.556542,False,10,1,8.0
0.8540831,False,7,8,18.0
0.9918493,True,5,5,14.0
0.97243136,True,5,5,0.0
0.9923437,True,9,9,8.0
0.6383617,True,1,1,-6.0
0.9911567,True,6,6,0.0
0.9925206,True,7,7,12.0
0.6156432,True,0,0,-4.0
0.9898085,True,3,3,14.0
0.993189,True,0,0,18.0
0.9909643,True,6,6,2.0
0.9927089,True,8,8,0.0
0.990542,True,5,5,4.0
0.76489836,True,7,7,4.0
0.990245,True,3,3,0.0
0.99202055,True,5,5,10.0
0.644033,False,10,1,10.0
0.9927417,True,9,9,0.0
0.9955592,True,5,5,18.0
0.5393143,True,1,1,8.0
0.9911924,True,7,7,8.0
0.99404526,True,3,3,16.0
0.9922792,True,9,9,6.0
0.9930253,True,8,8,-2.0
0.99143,True,6,6,6.0
0.59266764,True,1,1,0.0
0.9558106,True,2,2,-6.0
0.99253595,True,3,3,16.0
0.99417627,True,5,5,4.0
0.62400055,True,1,1,8.0
0.9917675,True,9,9,8.0
0.54077417,True,1,1,-6.0
0.79994935,True,9,9,-2.0
0.93122977,True,6,6,-6.0
0.9920826,True,6,6,16.0
0.9484837,True,2,2,6.0
0.98980635,True,7,7,2.0
0.42052937,True,5,5,-6.0
0.39728203,False,0,3,-6.0
0.886472,True,0,0,0.0
0.6081802,True,1,1,-2.0
0.9896395,True,10,10,10.0
0.95247734,True,2,2,-6.0
0.9920431,True,4,4,18.0
0.5675123,False,10,1,18.0
0.62978417,True,5,5,-6.0
0.55996376,False,10,1,10.0
0.56334895,True,1,1,10.0
0.9915691,True,6,6,16.0
0.9937696,True,9,9,10.0
0.6667978,True,1,1,8.0
0.49812913,False,9,0,-4.0
0.9260043,True,1,1,16.0
0.9916658,True,6,6,4.0
0.99093115,True,8,8,16.0
0.9901509,True,6,6,4.0
0.99267733,True,9,9,2.0
0.9933565,True,9,9,6.0
0.6124071,False,0,9,-6.0
0.6227052,True,1,1,8.0
0.9902559,True,7,7,4.0
0.87140083,True,8,8,18.0
0.9915107,True,6,6,2.0
0.6482425,True,1,1,-6.0
0.9908646,True,7,7,8.0
0.8233834,True,10,10,6.0
0.5746626,True,10,10,-6.0
0.56960446,False,10,1,18.0
0.9917715,True,3,3,16.0
0.9899532,True,8,8,12.0
0.99191624,True,0,0,12.0
0.9893773,True,5,5,14.0
0.9911589,True,3,3,0.0
0.99025506,True,6,6,2.0
0.9927303,True,9,9,16.0
0.9922883,True,9,9,18.0
0.8625831,True,2,2,16.0
0.92612123,False,0,2,4.0
0.6474675,True,5,5,-2.0
0.9940078,True,5,5,-2.0
0.53494245,False,1,10,-4.0
0.46671596,False,3,2,-6.0
0.99314547,True,6,6,8.0
0.9959609,True,10,10,2.0
0.4368891,True,1,1,-6.0
0.98534375,True,5,5,2.0
0.9755705,False,10,5,-6.0
0.98946685,True,9,9,2.0
0.9912471,True,6,6,2.0
0.9904923,True,8,8,10.0
0.99060714,True,10,10,18.0
0.99051243,True,8,8,6.0
0.6056069,False,10,1,0.0
0.63061154,False,10,1,14.0
0.9903869,True,5,5,4.0
0.50318307,True,9,9,-6.0
0.60139316,True,1,1,2.0
0.991963,True,7,7,4.0
0.9917201,True,9,9,4.0
0.57399064,True,5,5,-6.0
0.98920375,True,7,7,2.0
0.4804257,False,3,9,-6.0
0.95216036,True,2,2,8.0
0.9900563,True,7,7,10.0
0.9922293,True,8,8,6.0
0.9924476,True,4,4,16.0
0.99174774,True,7,7,16.0
0.99127287,True,8,8,18.0
0.60678434,False,10,1,10.0
0.55568624,True,1,1,8.0
0.99161047,True,8,8,4.0
0.99088883,True,0,0,12.0
0.9914484,True,6,6,18.0
0.99336314,True,5,5,14.0
0.9908332,True,0,0,8.0
0.9931744,True,9,9,12.0
0.31244105,False,0,3,-2.0
0.9275432,True,5,5,-2.0
0.9571228,True,2,2,18.0
0.91829354,True,2,2,14.0
0.84218615,False,0,4,-6.0
0.98949546,True,6,6,-6.0
0.99371004,True,0,0,18.0
0.9924771,True,4,4,10.0
0.9921017,True,3,3,12.0
0.99280715,True,4,4,4.0
0.7277392,True,1,1,10.0
0.52878076,True,0,0,-4.0
0.64732456,False,10,1,16.0
0.94098705,True,7,7,18.0
0.77626073,True,9,9,-4.0
0.5224082,False,0,9,-4.0
0.47559017,False,3,6,-6.0
0.9483043,True,3,3,-2.0
0.9918018,True,8,8,14.0
0.98977834,True,4,4,12.0
0.9896381,True,0,0,0.0
0.9148845,True,2,2,18.0
0.9898039,True,4,4,-4.0
0.9923819,True,5,5,-2.0
0.9923455,True,9,9,8.0
0.99124134,True,6,6,10.0
0.99292177,True,9,9,16.0
0.69804966,True,1,1,-2.0
0.9920202,True,0,0,0.0
0.99420565,True,10,10,4.0
0.52161855,True,0,0,-6.0
0.99131924,True,8,8,2.0
0.55448776,True,10,10,-2.0
0.9914886,True,9,9,18.0
0.5504128,True,0,0,16.0
0.99132603,True,6,6,8.0
0.9948301,True,4,4,0.0
0.63341093,False,10,1,2.0
0.9907528,True,7,7,14.0
0.99322903,True,9,9,10.0
0.57375073,False,10,1,16.0
0.93511814,True,2,2,6.0
0.6605038,True,1,1,18.0
0.9878748,True,5,5,14.0
0.3631738,False,9,2,-6.0
0.5709568,True,1,1,8.0
0.9934268,True,0,0,18.0
0.9474717,True,2,2,-4.0
0.98969847,True,7,7,10.0
0.96129555,False,8,7,-4.0
0.9933315,True,8,8,-6.0
0.8223945,True,1,1,16.0
0.966769,True,2,2,0.0
0.9908242,True,8,8,12.0
0.9910131,True,4,4,10.0
0.9915006,True,6,6,12.0
0.63516337,False,10,1,0.0
0.9926238,True,9,9,2.0
0.51133496,True,10,10,-6.0
0.9916837,True,6,6,16.0
0.99023247,True,5,5,12.0
0.99165136,True,9,9,0.0
0.95281357,True,5,5,-4.0
0.99099123,True,6,6,18.0
0.99197197,True,10,10,6.0
0.9922367,True,3,3,14.0
0.4844253,True,0,0,-6.0
0.9912815,True,6,6,16.0
0.99358165,True,3,3,4.0
0.288106,False,1,0,-6.0
0.9935128,True,5,5,6.0
0.99134266,True,6,6,6.0
0.78293973,True,7,7,-4.0
0.9913645,True,6,6,0.0
0.56996894,False,10,1,16.0
0.9916225,True,4,4,4.0
0.9937692,True,4,4,4.0
0.9958968,True,10,10,4.0
0.94996446,True,2,2,16.0
0.9370268,True,0,0,0.0
0.91100746,True,2,2,4.0
0.49464428,False,9,0,-4.0
0.59849423,True,1,1,-6.0
0.9902497,True,6,6,-2.0
0.9934401,True,3,3,6.0
0.64969003,False,10,1,0.0
0.90011245,True,7,7,10.0
0.6333792,True,1,1,4.0
0.9897015,True,7,7,18.0
0.89252937,True,4,4,-4.0
0.9900608,True,3,3,-2.0
0.52886164,True,0,0,-4.0
0.93905693,True,0,0,-2.0
0.65429103,True,1,1,2.0
0.9893044,True,4,4,12.0
0.9699201,True,4,4,-4.0
0.9938268,True,8,8,-4.0
0.9920108,True,6,6,16.0
0.9935215,True,9,9,8.0
0.99223495,True,8,8,2.0
0.9931612,True,0,0,14.0
0.98923606,True,4,4,12.0
0.9575183,True,2,2,18.0
0.9903499,True,0,0,6.0
0.99300146,True,6,6,0.0
0.8772252,True,7,7,6.0
0.992211,True,6,6,4.0
0.49707955,False,0,9,-2.0
0.99344313,True,9,9,0.0
0.98834085,True,7,7,12.0
0.9337497,True,8,8,-4.0
0.9362359,True,2,2,14.0
0.9909532,True,4,4,18.0
0.99075806,True,7,7,-4.0
0.9921341,True,9,9,6.0
0.99378335,True,8,8,18.0
0.5747173,True,1,1,18.0
0.9322105,True,2,2,4.0
0.693405,False,10,1,-4.0
0.9914281,True,7,7,10.0
0.9968407,True,5,5,6.0
0.99185914,True,7,7,14.0
0.94221216,False,3,2,16.0
0.9733,True,7,7,-6.0
0.6275707,True,1,1,6.0
0.98877174,True,0,0,14.0
0.9898896,True,7,7,6.0
0.9926602,True,0,0,14.0
0.991247,True,0,0,0.0
0.9920923,True,8,8,18.0
0.95767546,True,2,2,6.0
0.9931594,True,9,9,4.0
0.9899867,True,4,4,4.0
0.99111193,True,9,9,6.0
0.39679366,False,5,4,-6.0
0.99211675,True,4,4,8.0
0.57122856,True,0,0,-4.0
0.92916495,True,2,2,-4.0
0.99225533,True,6,6,6.0
0.59272707,False,9,3,-6.0
0.99246514,True,8,8,14.0
0.958231,True,2,2,18.0
0.9948796,True,3,3,2.0
0.9919218,True,6,6,12.0
0.992222,True,4,4,12.0
0.992027,True,6,6,18.0
0.6110518,False,10,1,8.0
0.99181575,True,8,8,4.0
0.9918642,True,6,6,2.0
0.9903606,True,4,4,6.0
0.98855907,True,4,4,16.0
0.9917474,True,6,6,4.0
0.9568353,True,2,2,12.0
0.54385144,True,1,1,0.0
0.99037826,True,8,8,18.0
0.95266396,True,2,2,-2.0
0.9954236,True,5,5,2.0
0.5645404,False,10,1,0.0
0.9926379,True,6,6,8.0
0.5717923,False,10,1,18.0
0.99285626,True,6,6,0.0
0.654614,False,10,1,-6.0
0.99188143,True,0,0,18.0
0.99260825,True,5,5,14.0
0.9910452,True,5,5,0.0
0.54627466,True,10,10,-2.0
0.99323046,True,8,8,-2.0
0.9927004,True,9,9,10.0
0.99154305,True,6,6,4.0
0.9291814,True,2,2,-6.0
0.9217578,True,2,2,14.0
0.95816666,True,2,2,0.0
0.9866151,True,4,4,-4.0
0.9865068,True,0,0,8.0
0.99086285,True,0,0,12.0
0.92856026,True,2,2,-2.0
0.5824158,True,1,1,16.0
0.7989678,True,8,8,-6.0
0.90702754,True,2,2,0.0
0.9899448,True,0,0,18.0
0.6282528,True,1,1,4.0
0.59198487,False,10,1,0.0
0.9560795,True,7,7,0.0
0.96164167,True,3,3,-6.0
