dimension_1,dimension_2,class_index,class,snr_db
-27.962118,45.49164,10,WBFM,14.0
-3.127027,42.533688,5,GFSK,-4.0
-10.3567295,44.840534,10,WBFM,0.0
-0.9215242,58.712,5,GFSK,16.0
-15.581219,-49.828957,6,PAM4,2.0
43.377266,-22.453915,8,QAM64,14.0
25.5775,-35.459656,7,QAM16,-6.0
15.816256,-11.278575,9,QPSK,2.0
4.351585,54.106052,5,GFSK,8.0
7.201906,-13.592782,9,QPSK,10.0
37.385345,32.6229,2,AM-SSB,-6.0
13.517149,3.8044536,9,QPSK,-2.0
-42.61905,13.787822,1,AM-DSB,2.0
-41.291565,20.13627,10,WBFM,4.0
11.6694145,-21.65039,9,QPSK,12.0
28.310856,32.28379,2,AM-SSB,12.0
-4.596472,52.543827,5,GFSK,10.0
44.758305,-22.61054,8,QAM64,10.0
22.27819,-48.735462,7,QAM16,18.0
-51.444275,24.995508,1,AM-DSB,12.0
34.127243,-39.129036,7,QAM16,0.0
16.261896,-20.000502,9,QPSK,4.0
9.169638,-14.732575,9,QPSK,14.0
44.596573,1.9077438,0,8PSK,8.0
22.009186,35.30637,2,AM-SSB,2.0
-65.635796,5.707981,1,AM-DSB,18.0
-24.887619,29.921963,10,WBFM,-4.0
-21.201147,-40.517406,6,PAM4,0.0
30.844078,32.22822,2,AM-SSB,-4.0
47.9903,4.1736183,0,8PSK,18.0
45.58882,-30.107994,8,QAM64,14.0
-20.490898,-42.81587,6,PAM4,12.0
5.0913963,53.57412,5,GFSK,10.0
-11.286707,-9.22085,3,BPSK,12.0
37.44934,-29.663445,8,QAM64,-2.0
-2.0877829,37.354504,4,CPFSK,-6.0
-46.143383,-11.478232,4,CPFSK,6.0
-12.553146,-15.486663,3,BPSK,2.0
12.170953,-19.834988,9,QPSK,10.0
26.735792,28.644587,2,AM-SSB,0.0
-4.7948785,1.1651095,3,BPSK,-2.0
-54.82218,18.080862,10,WBFM,16.0
-29.221552,43.499676,10,WBFM,14.0
-21.846802,-42.90508,6,PAM4,18.0
20.577204,23.331783,2,AM-SSB,10.0
-49.739765,27.902752,1,AM-DSB,12.0
-67.85871,2.1878612,10,WBFM,18.0
16.276268,-46.004482,7,QAM16,6.0
-38.170334,-6.5616517,4,CPFSK,16.0
26.981247,-54.83371,7,QAM16,10.0
19.473179,24.098356,2,AM-SSB,-4.0
26.202766,34.198288,0,8PSK,-6.0
46.752205,4.831004,0,8PSK,16.0
19.452929,34.38569,2,AM-SSB,-2.0
6.1679645,11.329263,9,QPSK,-6.0
5.637309,-14.909506,9,QPSK,16.0
12.90172,5.034934,9,QPSK,-4.0
-5.225654,5.064586,3,BPSK,0.0
21.818045,-47.707905,7,QAM16,-2.0
18.717121,39.84019,2,AM-SSB,4.0
33.650513,3.7725425,0,8PSK,0.0
11.609404,8.156442,0,8PSK,-4.0
16.504274,-22.340614,9,QPSK,12.0
4.068668,20.705936,4,CPFSK,-4.0
14.112214,-6.467658,9,QPSK,2.0
51.303078,3.37526,0,8PSK,14.0
14.87286,26.552246,2,AM-SSB,16.0
-29.219774,45.23021,10,WBFM,18.0
-25.835976,19.360504,1,AM-DSB,-6.0
37.873093,-22.249632,8,QAM64,-4.0
-36.28947,-17.140602,4,CPFSK,0.0
20.460749,-43.091705,7,QAM16,14.0
22.917051,42.253986,2,AM-SSB,8.0
50.53526,-25.113913,8,QAM64,8.0
-10.151703,-13.299055,3,BPSK,12.0
27.62282,32.39988,2,AM-SSB,2.0
15.005502,-53.23608,7,QAM16,10.0
-34.885277,19.216156,10,WBFM,0.0
30.51229,29.744518,2,AM-SSB,10.0
-35.864708,-1.9164685,4,CPFSK,-2.0
-42.34482,27.89345,1,AM-DSB,6.0
-9.402286,39.00039,5,GFSK,-4.0
-7.2608385,50.397835,5,GFSK,6.0
24.622791,31.17566,2,AM-SSB,14.0
-25.175467,18.058844,10,WBFM,-6.0
44.057125,7.038756,0,8PSK,6.0
-51.296238,11.262788,10,WBFM,10.0
5.957126,16.45542,0,8PSK,-4.0
-0.4029763,15.827867,4,CPFSK,-4.0
-29.792553,44.64484,10,WBFM,12.0
49.910343,-21.972757,8,QAM64,12.0
43.882153,-30.711197,8,QAM64,18.0
-0.06925971,61.15506,5,GFSK,8.0
-44.22536,-14.874646,4,CPFSK,14.0
-26.800283,46.64111,10,WBFM,10.0
48.6449,-21.546335,8,QAM64,0.0
-27.416555,23.825342,10,WBFM,-4.0
32.501797,36.631912,2,AM-SSB,8.0
-24.528719,28.935244,10,WBFM,-2.0
20.11739,31.935034,2,AM-SSB,14.0
10.837011,-15.748801,9,QPSK,12.0
10.253362,-24.90901,9,QPSK,14.0
43.322124,1.5575523,0,8PSK,10.0
37.65755,-27.240002,8,QAM64,-4.0
-10.075403,-43.267925,6,PAM4,0.0
45.507698,12.121725,0,8PSK,16.0
-59.35818,8.61434,10,WBFM,14.0
-23.944412,22.684769,1,AM-DSB,-4.0
-48.199745,21.57972,10,WBFM,8.0
2.8484004,7.278197,0,8PSK,-4.0
53.95185,-28.677006,8,QAM64,0.0
42.219624,-0.13054362,0,8PSK,12.0
-10.651835,-11.768821,3,BPSK,8.0
2.9185672,59.996315,5,GFSK,4.0
-42.619648,-19.308031,4,CPFSK,4.0
-37.9238,19.041256,10,WBFM,0.0
-38.50001,22.761185,1,AM-DSB,2.0
-7.884012,38.665306,5,GFSK,-6.0
23.221771,23.788963,2,AM-SSB,-4.0
6.0633593,11.411253,3,BPSK,-6.0
-31.610773,30.130919,10,WBFM,-2.0
-37.248722,-10.62395,4,CPFSK,10.0
4.071647,55.026222,5,GFSK,6.0
20.926,40.543396,2,AM-SSB,18.0
27.558548,30.919432,2,AM-SSB,6.0
45.55302,5.037669,0,8PSK,14.0
51.722965,-20.24165,8,QAM64,4.0
50.717888,-18.227806,8,QAM64,16.0
-12.243094,-32.796482,6,PAM4,-4.0
-26.193295,46.65215,10,WBFM,6.0
0.47609648,60.23842,5,GFSK,10.0
36.755383,3.66822,0,8PSK,2.0
10.907347,-21.877975,9,QPSK,18.0
15.401786,-48.17565,7,QAM16,8.0
22.785543,33.686497,2,AM-SSB,0.0
-3.7218611,46.71933,5,GFSK,2.0
-28.632696,22.194231,10,WBFM,-2.0
-60.87826,8.204081,1,AM-DSB,16.0
32.101334,-34.753155,8,QAM64,-2.0
13.786974,4.8130283,9,QPSK,-4.0
33.83,-34.60746,8,QAM64,-6.0
33.026386,32.756107,2,AM-SSB,4.0
30.176449,39.289024,2,AM-SSB,2.0
48.93027,10.652244,0,8PSK,12.0
-7.1520057,41.786583,5,GFSK,-4.0
52.992123,-23.995882,8,QAM64,8.0
-55.48672,9.049037,1,AM-DSB,12.0
25.410912,-50.489666,7,QAM16,-4.0
-31.86808,32.445854,10,WBFM,0.0
-42.021214,-10.656655,4,CPFSK,4.0
-1.748138,3.496437,3,BPSK,-2.0
39.653004,-29.625988,8,QAM64,2.0
-23.840187,-56.297787,6,PAM4,2.0
-11.860085,-33.88448,6,PAM4,-4.0
25.96727,-54.616604,7,QAM16,6.0
35.058678,3.7686188,0,8PSK,0.0
22.330753,36.614777,2,AM-SSB,-2.0
-39.141087,16.866812,10,WBFM,2.0
13.521473,-9.610067,9,QPSK,2.0
18.739706,-47.422485,7,QAM16,2.0
41.459034,5.005872,0,8PSK,4.0
51.93895,7.172398,0,8PSK,16.0
-41.54572,26.544106,1,AM-DSB,4.0
35.906494,-29.322538,8,QAM64,-6.0
31.281645,37.85974,2,AM-SSB,0.0
14.260222,1.3154266,7,QAM16,-6.0
-2.026325,1.2916027,3,BPSK,-2.0
-51.45943,22.428955,1,AM-DSB,12.0
-31.84994,33.09639,1,AM-DSB,0.0
-33.393463,35.898617,10,WBFM,-6.0
-28.709959,25.02069,1,AM-DSB,-2.0
-4.8407044,46.01646,5,GFSK,0.0
19.10627,-50.412235,7,QAM16,12.0
-6.885185,37.193718,9,QPSK,-6.0
-11.817682,-10.154724,3,BPSK,16.0
47.67322,8.637323,0,8PSK,8.0
-21.113688,-50.581684,6,PAM4,8.0
13.409486,6.081287,0,8PSK,-4.0
-15.269073,-5.580196,3,BPSK,16.0
2.256643,12.161609,3,BPSK,-6.0
-27.961168,38.603653,10,WBFM,0.0
14.036798,-18.611708,9,QPSK,14.0
49.773483,-22.897903,8,QAM64,6.0
12.821004,-23.410366,9,QPSK,16.0
18.598589,25.393053,2,AM-SSB,10.0
-0.04598252,5.969629,0,8PSK,-6.0
-42.930996,-18.547768,4,CPFSK,6.0
46.21134,-28.44737,8,QAM64,12.0
33.410427,-38.215393,7,QAM16,-2.0
21.500185,-39.952602,7,QAM16,14.0
2.8679886,13.624831,4,CPFSK,-6.0
-26.961884,39.09211,10,WBFM,-2.0
-41.73885,-17.139751,4,CPFSK,6.0
15.419748,2.1618686,9,QPSK,-2.0
14.120437,33.23293,2,AM-SSB,18.0
-6.3987656,-11.003934,3,BPSK,12.0
-52.20306,11.732141,10,WBFM,10.0
12.941399,-25.309723,9,QPSK,18.0
3.0750446,15.791842,4,CPFSK,-4.0
-43.084965,-18.50926,4,CPFSK,6.0
-59.20418,11.540885,10,WBFM,16.0
-41.706757,-14.585508,4,CPFSK,6.0
16.35716,-43.976166,7,QAM16,6.0
54.131203,6.0325327,0,8PSK,18.0
5.364175,6.2154193,9,QPSK,-4.0
-21.952059,-52.07107,6,PAM4,14.0
16.91954,2.0765867,9,QPSK,-2.0
9.274702,-15.093359,9,QPSK,14.0
28.3242,32.313286,2,AM-SSB,18.0
-12.2967615,-36.731213,6,PAM4,-4.0
-11.230156,-35.770145,6,PAM4,-4.0
-8.772887,-3.7814634,3,BPSK,4.0
29.050154,-43.969837,7,QAM16,-4.0
39.14615,-30.111158,8,QAM64,6.0
22.604733,-57.04138,7,QAM16,14.0
14.316995,-11.545381,9,QPSK,4.0
-30.237446,45.041927,10,WBFM,18.0
-47.24263,20.475286,1,AM-DSB,6.0
-33.02427,29.634508,1,AM-DSB,0.0
21.602842,-46.55156,7,QAM16,10.0
15.251625,-1.5005926,9,QPSK,-2.0
26.953161,31.538126,2,AM-SSB,2.0
-29.986475,44.800365,10,WBFM,16.0
-38.4296,-13.869648,4,CPFSK,16.0
33.156242,32.061058,2,AM-SSB,0.0
41.403076,0.71267235,0,8PSK,4.0
-0.41757295,56.213078,5,GFSK,18.0
7.757224,-17.419964,9,QPSK,18.0
-25.850138,48.971954,10,WBFM,14.0
7.143859,7.625389,0,8PSK,-4.0
-12.955436,-50.08343,6,PAM4,12.0
15.77065,-12.1204815,9,QPSK,2.0
27.670504,39.59182,2,AM-SSB,10.0
-41.912476,-5.580561,4,CPFSK,4.0
27.677765,-45.84393,7,QAM16,-6.0
-32.765812,39.818077,10,WBFM,14.0
-10.9052725,-47.975018,6,PAM4,12.0
-55.69841,9.063179,1,AM-DSB,12.0
13.756905,32.641167,9,QPSK,-6.0
-21.684353,-54.29691,6,PAM4,12.0
47.493366,13.129131,0,8PSK,12.0
-5.568565,5.7916813,3,BPSK,-2.0
46.22259,9.621484,0,8PSK,10.0
35.71245,-37.26164,8,QAM64,6.0
5.345903,53.9167,5,GFSK,4.0
16.114964,-3.9952087,9,QPSK,0.0
45.673367,8.760389,0,8PSK,18.0
50.49538,9.043832,0,8PSK,18.0
49.238113,2.0110533,0,8PSK,14.0
-68.11088,3.0769825,1,AM-DSB,18.0
-15.362487,-7.653034,3,BPSK,8.0
10.743592,-19.106045,9,QPSK,10.0
29.222002,1.0698665,0,8PSK,0.0
47.15135,2.9783154,0,8PSK,10.0
35.128857,33.87949,2,AM-SSB,6.0
9.524946,-13.151229,9,QPSK,16.0
16.903551,-52.106636,7,QAM16,14.0
4.208591,22.873953,4,CPFSK,-6.0
-6.552813,-10.952193,3,BPSK,10.0
-46.97701,-17.658895,4,CPFSK,2.0
-39.478672,16.356312,10,WBFM,2.0
-48.349983,24.603683,1,AM-DSB,8.0
-2.9371092,37.91876,5,GFSK,-6.0
-12.611384,-1.6961545,3,BPSK,2.0
-9.846985,-33.561638,6,PAM4,-6.0
-4.4403677,2.8772783,3,BPSK,-2.0
5.53437,19.452461,0,8PSK,-6.0
-13.773526,-50.058098,6,PAM4,16.0
23.055706,36.61144,2,AM-SSB,12.0
-53.15377,9.987865,10,WBFM,10.0
17.588305,2.101984,0,8PSK,-2.0
6.4138255,47.992035,5,GFSK,4.0
-17.492264,-49.799297,6,PAM4,14.0
-2.0850034,4.6834655,3,BPSK,-4.0
-6.4747005,2.952147,3,BPSK,-2.0
22.629702,-57.99959,7,QAM16,6.0
52.44331,5.958095,0,8PSK,14.0
-32.04201,19.369068,1,AM-DSB,-2.0
8.818772,-12.977481,9,QPSK,8.0
14.220795,-49.868042,7,QAM16,6.0
3.478911,13.1772785,9,QPSK,-4.0
44.95737,3.3981876,0,8PSK,6.0
-19.77507,-46.566483,6,PAM4,14.0
-21.974474,-42.56155,6,PAM4,12.0
-10.722225,37.48368,5,GFSK,-2.0
-16.606457,-49.783836,6,PAM4,8.0
49.905888,6.9063835,0,8PSK,10.0
37.18677,2.4491668,0,8PSK,2.0
14.448328,-18.850164,9,QPSK,6.0
18.477488,0.06086823,9,QPSK,0.0
20.357143,37.04496,2,AM-SSB,0.0
-36.82064,-14.873349,4,CPFSK,4.0
-14.787506,-12.692624,3,BPSK,18.0
-42.615036,22.17304,1,AM-DSB,4.0
-24.538734,28.699963,1,AM-DSB,-2.0
1.2836753,18.954176,4,CPFSK,-6.0
11.349485,-8.9255085,9,QPSK,6.0
32.910255,-32.868675,8,QAM64,-6.0
-39.90527,24.656631,10,WBFM,4.0
44.91333,6.3861136,0,8PSK,14.0
14.652268,-47.96216,7,QAM16,14.0
8.468024,-20.173143,9,QPSK,18.0
-11.979855,-6.007262,3,BPSK,16.0
32.45351,40.279076,2,AM-SSB,2.0
-46.90808,-12.120965,4,CPFSK,6.0
18.631031,-48.664482,7,QAM16,10.0
-10.448124,-31.82388,6,PAM4,-6.0
20.114622,34.45236,2,AM-SSB,-2.0
-60.799324,8.753915,1,AM-DSB,16.0
-19.52388,-44.191418,6,PAM4,0.0
-44.42796,15.036225,10,WBFM,6.0
-11.61661,-8.602393,3,BPSK,18.0
-10.82196,-34.248985,6,PAM4,-4.0
-22.001554,20.298504,1,AM-DSB,-6.0
-6.0470505,6.0943627,3,BPSK,0.0
41.785583,-19.526257,7,QAM16,8.0
-45.879536,-15.796432,4,CPFSK,10.0
-28.5419,21.790697,10,WBFM,-4.0
-43.048885,26.087938,1,AM-DSB,6.0
-15.286425,-11.298496,3,BPSK,12.0
-1.1950774,-0.11991561,3,BPSK,-2.0
49.297234,-18.97366,8,QAM64,2.0
4.2342877,20.602312,5,GFSK,-6.0
12.131389,-17.902702,9,QPSK,14.0
-11.375127,36.668274,5,GFSK,-4.0
-21.612162,-42.61433,6,PAM4,8.0
-38.90976,-5.552074,4,CPFSK,10.0
4.7128844,52.058685,5,GFSK,16.0
30.352428,39.46569,2,AM-SSB,12.0
-29.900223,46.486416,10,WBFM,18.0
38.88998,4.992144,0,8PSK,2.0
-11.564808,-43.19286,6,PAM4,0.0
12.6387,-9.672954,9,QPSK,6.0
44.86037,-25.932396,8,QAM64,8.0
-40.040657,17.369146,1,AM-DSB,4.0
-67.3129,2.6388595,10,WBFM,18.0
48.30386,-25.323648,8,QAM64,4.0
-25.580696,26.601679,1,AM-DSB,-4.0
-41.22709,-19.294022,4,CPFSK,6.0
24.837673,22.705065,0,8PSK,-6.0
37.594738,-32.079685,8,QAM64,18.0
20.80995,-37.615063,7,QAM16,-4.0
-32.244778,40.727695,10,WBFM,10.0
54.323105,8.922091,0,8PSK,18.0
-38.176403,-18.631636,4,CPFSK,16.0
44.62892,-25.897713,8,QAM64,8.0
-13.78438,-49.279804,6,PAM4,8.0
-41.04832,20.402443,1,AM-DSB,2.0
-11.979521,-36.22254,6,PAM4,-4.0
45.29536,12.685295,0,8PSK,16.0
-48.475933,22.950098,10,WBFM,8.0
12.748504,4.853989,0,8PSK,-2.0
-7.8695755,46.1791,5,GFSK,2.0
14.607574,26.347898,5,GFSK,-6.0
-8.172436,57.44879,5,GFSK,0.0
-53.824146,9.580349,1,AM-DSB,12.0
-45.90184,-5.354125,4,CPFSK,-4.0
37.782516,-32.752377,8,QAM64,14.0
-18.836014,-56.42404,6,PAM4,2.0
-39.836315,-7.726573,4,CPFSK,10.0
-10.895398,-6.827853,3,BPSK,14.0
16.313902,5.632918,9,QPSK,-2.0
-7.5044427,58.614246,5,GFSK,2.0
26.288582,-35.131725,0,8PSK,-2.0
44.968853,-25.917059,8,QAM64,-2.0
-7.1952024,-13.690075,3,BPSK,6.0
48.753456,-30.59259,8,QAM64,4.0
32.855274,29.276588,2,AM-SSB,0.0
51.226334,9.299633,0,8PSK,16.0
47.548866,12.926207,0,8PSK,18.0
34.09983,2.5398004,0,8PSK,0.0
17.219479,23.62811,6,PAM4,-2.0
-10.050873,-44.497547,6,PAM4,2.0
36.533504,1.9088472,0,8PSK,2.0
-25.681763,20.74179,1,AM-DSB,-4.0
-36.68969,21.684443,1,AM-DSB,0.0
12.309573,-13.83187,9,QPSK,10.0
-25.757843,-46.38443,6,PAM4,12.0
22.857332,31.942074,2,AM-SSB,16.0
-25.41778,19.202072,1,AM-DSB,-6.0
15.29731,-46.249084,7,QAM16,8.0
-36.781868,-17.586498,4,CPFSK,0.0
54.219646,7.381956,0,8PSK,14.0
6.7781086,50.906136,5,GFSK,14.0
15.52225,-47.308205,7,QAM16,2.0
15.443296,-51.733234,7,QAM16,16.0
35.72998,36.752514,2,AM-SSB,14.0
-14.66086,-1.8225819,3,BPSK,2.0
-41.038723,27.928398,10,WBFM,2.0
-47.080456,13.449794,10,WBFM,8.0
-51.208042,10.789974,1,AM-DSB,10.0
-22.622656,-38.823723,6,PAM4,0.0
-7.0380373,38.042862,5,GFSK,-4.0
-23.393347,-52.16071,6,PAM4,10.0
-47.947235,-14.687019,4,CPFSK,12.0
-50.37632,11.251894,1,AM-DSB,10.0
29.766893,31.018696,2,AM-SSB,4.0
48.247814,11.172886,0,8PSK,8.0
41.5646,3.6955934,0,8PSK,2.0
-18.492804,-54.08162,6,PAM4,4.0
24.743738,31.43597,2,AM-SSB,8.0
-45.335472,-16.122433,4,CPFSK,18.0
49.95238,5.299169,0,8PSK,10.0
-9.949648,37.39138,10,WBFM,-6.0
-12.875864,-50.04511,6,PAM4,10.0
-4.345147,55.621105,5,GFSK,4.0
-50.06116,27.979568,1,AM-DSB,12.0
-9.285151,-8.677554,3,BPSK,16.0
-41.240993,20.6652,1,AM-DSB,4.0
-36.65912,-10.606904,4,CPFSK,18.0
-4.8358955,3.0913498,3,BPSK,-2.0
28.987638,42.08319,2,AM-SSB,-6.0
9.27726,-14.922829,9,QPSK,10.0
13.690311,0.73140496,7,QAM16,-6.0
-1.6897095,59.10277,5,GFSK,6.0
-52.66152,12.425016,1,AM-DSB,10.0
-12.741249,-5.403719,3,BPSK,10.0
-44.545856,14.928015,10,WBFM,6.0
37.141525,-29.358765,8,QAM64,-2.0
-32.6781,39.98027,10,WBFM,14.0
17.393507,-46.538,7,QAM16,16.0
46.37442,-24.195938,8,QAM64,14.0
18.031631,-43.24626,7,QAM16,10.0
-45.01686,13.508241,10,WBFM,6.0
-11.241072,-11.481638,3,BPSK,14.0
-14.433908,-36.192883,6,PAM4,-4.0
-46.366726,-18.088911,4,CPFSK,2.0
-34.16753,-2.4528995,4,CPFSK,-2.0
-19.532928,-55.46068,6,PAM4,0.0
11.859676,8.970863,0,8PSK,-4.0
-8.675498,-8.39442,3,BPSK,12.0
-4.4262424,42.41407,5,GFSK,0.0
-60.24506,15.627994,1,AM-DSB,18.0
-67.07442,3.3912814,1,AM-DSB,18.0
-5.1299253,57.71454,5,GFSK,2.0
-31.158543,27.27175,1,AM-DSB,-2.0
-12.224753,-7.9637303,3,BPSK,16.0
5.632573,52.63396,5,GFSK,8.0
-38.388706,26.372065,1,AM-DSB,0.0
-14.780532,-10.347383,3,BPSK,14.0
-25.931534,-50.657803,6,PAM4,8.0
16.246439,-55.801403,7,QAM16,14.0
14.198865,-13.365083,9,QPSK,4.0
4.5066633,53.442356,5,GFSK,8.0
-2.1589816,3.9761617,3,BPSK,-4.0
31.38868,34.02556,2,AM-SSB,-2.0
17.677732,23.183771,2,AM-SSB,12.0
26.322357,-40.03398,7,QAM16,-2.0
18.217335,-46.86337,7,QAM16,2.0
5.7454543,15.970942,9,QPSK,-6.0
-42.49118,26.353878,1,AM-DSB,6.0
-39.72525,26.726831,1,AM-DSB,2.0
12.1004505,8.253872,3,BPSK,-6.0
37.063946,36.33269,2,AM-SSB,0.0
25.809994,-48.580948,7,QAM16,-6.0
3.624995,54.25303,5,GFSK,18.0
-10.261905,-2.1297438,3,BPSK,2.0
-41.918102,-11.867362,4,CPFSK,6.0
2.0386593,56.376602,5,GFSK,16.0
25.42328,35.088715,2,AM-SSB,10.0
-28.057602,45.604053,10,WBFM,14.0
-11.069465,-12.919325,3,BPSK,12.0
-14.462515,-46.118988,6,PAM4,6.0
-3.0978727,2.3740757,3,BPSK,0.0
39.694798,-29.220299,8,QAM64,6.0
41.740112,9.144918,0,8PSK,8.0
14.650653,4.944165,9,QPSK,-2.0
15.78552,-7.4034452,9,QPSK,2.0
-3.349071,52.64159,5,GFSK,18.0
14.097067,31.324738,2,AM-SSB,10.0
-23.919073,-51.745235,6,PAM4,6.0
-14.564437,-12.780609,3,BPSK,18.0
34.29221,-30.83423,8,QAM64,-4.0
23.357374,-40.437576,7,QAM16,4.0
-42.185623,-8.780471,4,CPFSK,2.0
44.185146,6.128566,0,8PSK,8.0
37.168346,37.74749,2,AM-SSB,16.0
-23.433096,49.04749,10,WBFM,18.0
-40.468346,-11.226189,4,CPFSK,16.0
17.339682,-45.45833,7,QAM16,8.0
46.623455,-25.68408,8,QAM64,14.0
-67.64976,2.5916588,10,WBFM,18.0
-16.73101,-3.2949717,3,BPSK,12.0
20.057598,-55.98084,7,QAM16,18.0
11.578447,-22.017485,9,QPSK,14.0
-13.816565,-6.212381,3,BPSK,18.0
15.964572,-16.760366,9,QPSK,6.0
-13.045181,-14.340723,3,BPSK,6.0
-41.689342,-14.488575,4,CPFSK,4.0
-34.93843,-2.482723,4,CPFSK,-2.0
-16.496038,-55.201015,6,PAM4,4.0
17.185848,-52.808613,7,QAM16,8.0
1.3102862,17.75273,4,CPFSK,-6.0
20.854399,-41.33805,7,QAM16,18.0
43.891525,3.484124,0,8PSK,6.0
-9.112847,38.396847,5,GFSK,-6.0
21.26132,38.318905,2,AM-SSB,16.0
-46.71842,14.247343,10,WBFM,8.0
-11.718541,-31.871803,6,PAM4,-4.0
-52.24297,16.728535,1,AM-DSB,10.0
24.147326,-35.620758,7,QAM16,-6.0
-0.03339579,56.423622,5,GFSK,12.0
46.64092,-30.021395,8,QAM64,6.0
-21.244812,-45.717644,6,PAM4,14.0
54.31632,8.523425,0,8PSK,10.0
35.565006,34.906948,2,AM-SSB,10.0
-10.57357,44.607075,10,WBFM,0.0
-11.54095,-3.8180625,3,BPSK,2.0
23.33918,-42.58195,7,QAM16,14.0
47.138203,-29.591133,8,QAM64,18.0
-29.169197,44.434692,10,WBFM,8.0
-22.236126,-38.926117,6,PAM4,-2.0
45.121677,-28.70319,8,QAM64,18.0
-32.241722,28.299154,10,WBFM,-2.0
-20.210548,-40.815956,6,PAM4,0.0
27.196198,37.78787,2,AM-SSB,16.0
-52.39451,26.65592,1,AM-DSB,14.0
-25.614176,-46.725193,6,PAM4,6.0
-15.626513,-12.202688,3,BPSK,8.0
23.355955,29.684708,2,AM-SSB,8.0
26.076586,33.279324,2,AM-SSB,-2.0
-3.7998807,54.3592,5,GFSK,4.0
17.30576,-6.8908815,9,QPSK,0.0
20.00272,-52.414436,7,QAM16,18.0
14.897296,-1.4453123,9,QPSK,-2.0
-28.38915,21.213753,10,WBFM,-2.0
-47.03814,-18.21211,4,CPFSK,4.0
41.819313,8.959512,0,8PSK,4.0
-39.8909,28.965014,10,WBFM,2.0
37.15619,4.0604343,0,8PSK,2.0
4.6220884,17.856283,0,8PSK,-6.0
-6.1073413,-13.156059,3,BPSK,2.0
17.311651,-2.7977448,9,QPSK,0.0
-23.254332,-42.59281,6,PAM4,16.0
-49.766586,27.91379,1,AM-DSB,12.0
-36.525333,-2.5170171,4,CPFSK,0.0
-26.4178,-48.99497,6,PAM4,18.0
-16.677946,-54.528816,6,PAM4,8.0
23.170883,37.04947,2,AM-SSB,4.0
-18.478722,-48.417713,6,PAM4,8.0
25.868702,26.180128,2,AM-SSB,4.0
11.483684,-12.327657,9,QPSK,8.0
-51.16495,27.315424,10,WBFM,16.0
14.339565,-53.417118,7,QAM16,4.0
-1.6913484,49.697063,5,GFSK,4.0
48.4253,7.1438394,0,8PSK,14.0
-10.367237,-3.8842063,3,BPSK,8.0
15.032214,4.514652,9,QPSK,-4.0
45.412052,-18.615839,8,QAM64,12.0
36.190678,-30.128744,8,QAM64,-6.0
51.419094,3.5086544,0,8PSK,16.0
-10.157018,-5.393489,3,BPSK,6.0
-38.42728,26.948376,1,AM-DSB,0.0
43.83585,4.408059,0,8PSK,4.0
-39.84033,-11.369647,4,CPFSK,8.0
-59.511757,16.099245,10,WBFM,18.0
47.835705,5.707985,0,8PSK,6.0
-5.644819,45.98497,5,GFSK,0.0
27.715979,-39.925346,7,QAM16,10.0
-9.249119,55.247295,5,GFSK,12.0
27.64647,-39.61468,8,QAM64,4.0
15.400201,-4.9735856,9,QPSK,0.0
13.444018,8.048636,0,8PSK,-4.0
48.732666,-20.99808,8,QAM64,0.0
-9.375969,-12.107778,3,BPSK,8.0
-44.927544,20.286564,1,AM-DSB,4.0
-0.12170942,59.687874,5,GFSK,16.0
-15.131098,-35.38299,6,PAM4,-2.0
11.4536495,-13.62175,9,QPSK,8.0
-50.037838,23.019745,1,AM-DSB,10.0
-7.358023,-8.448082,3,BPSK,16.0
40.695377,-24.499746,8,QAM64,-2.0
-5.138029,5.05503,3,BPSK,-2.0
-40.98067,-20.572432,4,CPFSK,6.0
-32.273113,28.321737,10,WBFM,-2.0
42.460262,8.493755,0,8PSK,4.0
-6.2946024,50.530453,5,GFSK,10.0
-34.824474,19.412918,10,WBFM,0.0
5.0629025,-17.138817,9,QPSK,8.0
10.67169,7.4284763,0,8PSK,-4.0
16.24515,-45.24496,7,QAM16,8.0
33.10583,28.843674,0,8PSK,-6.0
25.072865,-53.910892,7,QAM16,0.0
-45.459503,-16.010931,4,CPFSK,18.0
-14.973359,-12.223673,3,BPSK,14.0
-21.876564,-42.469105,6,PAM4,2.0
-4.0940375,46.832962,5,GFSK,2.0
-31.638927,34.4056,1,AM-DSB,2.0
-46.03937,-8.17227,4,CPFSK,0.0
25.83543,35.086964,2,AM-SSB,18.0
-16.431614,-11.957947,3,BPSK,12.0
-6.9419293,-6.1277995,3,BPSK,4.0
34.301544,34.679714,2,AM-SSB,16.0
-33.981068,-4.8361583,4,CPFSK,0.0
52.045258,-22.14799,8,QAM64,0.0
-46.9995,-10.345695,4,CPFSK,6.0
-23.996943,-48.43835,6,PAM4,4.0
-8.654755,-8.446943,3,BPSK,16.0
10.919901,9.374099,9,QPSK,-4.0
10.743131,8.841503,9,QPSK,-4.0
43.455284,8.398287,0,8PSK,8.0
-35.016224,21.956093,10,WBFM,0.0
2.8224292,49.425385,5,GFSK,18.0
35.57354,37.273014,2,AM-SSB,12.0
35.713985,5.012251,0,8PSK,0.0
-11.082277,-35.562767,6,PAM4,-2.0
24.706455,-42.564476,7,QAM16,-4.0
-11.377339,-35.3732,6,PAM4,-4.0
-0.4180432,3.725067,3,BPSK,-4.0
4.0420957,51.897476,5,GFSK,16.0
1.5262413,53.264263,5,GFSK,6.0
-15.856697,-10.01651,3,BPSK,18.0
